fes_type,function,generator,score,run_time
long_budget,f23,xoshiro,2934.07,13.45
long_budget,f23,xoshiro,2953.95,13.51
long_budget,f23,xoshiro,3179.35,13.97
long_budget,f23,xoshiro,2911.88,13.48
long_budget,f23,xoshiro,2990.95,13.38
long_budget,f23,xoshiro,2889.78,13.66
long_budget,f23,xoshiro,3074.95,13.65
long_budget,f23,xoshiro,2989.33,12.88
long_budget,f23,xoshiro,2908.33,12.74
long_budget,f23,xoshiro,2887.92,12.63
long_budget,f23,xoshiro,3044.94,12.60
long_budget,f23,xoshiro,3036.30,12.62
long_budget,f23,xoshiro,3004.46,13.37
long_budget,f23,sobol,2949.07,15.11
long_budget,f23,sobol,3237.22,14.53
long_budget,f23,sobol,3009.88,14.54
long_budget,f23,sobol,2999.76,14.45
long_budget,f23,sobol,2958.00,15.32
long_budget,f23,sobol,3127.02,14.57
long_budget,f23,sobol,2967.01,14.56
long_budget,f23,sobol,3009.39,14.44
long_budget,f23,sobol,2974.34,14.64
long_budget,f23,sobol,3057.70,14.50
long_budget,f23,sobol,3106.60,15.31
long_budget,f23,sobol,2848.80,15.35
long_budget,f23,sobol,2925.34,15.38
long_budget,f23,sobol,2881.33,16.14
long_budget,f23,sobol,2899.28,14.77
long_budget,f23,sobol,2921.47,14.66
long_budget,f23,sobol,3070.46,14.46
long_budget,f23,sobol,2933.22,14.58
long_budget,f23,sobol,2950.21,14.50
long_budget,f23,sobol,3034.45,14.48
long_budget,f23,sobol,3030.17,14.53
long_budget,f23,sobol,2971.30,14.50
long_budget,f23,sobol,2912.29,14.60
long_budget,f23,sobol,3075.09,14.60
long_budget,f23,sobol,3092.66,14.35
long_budget,f23,sobol,2941.33,14.42
long_budget,f23,sobol,2884.46,14.45
long_budget,f23,sobol,3004.86,14.50
long_budget,f23,sobol,2954.76,14.52
long_budget,f23,sobol,2927.55,14.76
long_budget,f23,halton,3104.89,19.01
long_budget,f23,halton,3174.99,19.01
long_budget,f23,halton,3079.83,18.95
long_budget,f23,halton,2901.20,19.13
long_budget,f23,halton,3064.55,19.23
long_budget,f23,halton,3063.16,19.14
long_budget,f23,halton,2897.18,19.02
long_budget,f23,halton,3096.57,19.24
long_budget,f23,halton,3108.46,20.26
long_budget,f23,halton,3073.68,20.14
long_budget,f23,halton,3139.75,20.05
long_budget,f23,halton,3012.14,20.61
long_budget,f23,halton,2891.07,20.08
long_budget,f23,halton,2989.63,20.45
long_budget,f23,halton,3067.22,22.29
long_budget,f23,halton,2987.19,23.45
long_budget,f23,halton,2915.92,19.44
long_budget,f23,halton,3094.21,19.14
long_budget,f23,halton,3009.62,18.93
long_budget,f23,halton,3172.16,18.88
long_budget,f23,halton,2985.55,19.01
long_budget,f23,halton,2974.99,18.91
long_budget,f23,halton,2906.24,18.97
long_budget,f23,halton,3036.35,19.02
long_budget,f23,halton,3025.48,19.20
long_budget,f23,halton,2986.10,18.92
long_budget,f23,halton,2929.33,19.04
long_budget,f23,halton,2918.90,19.39
long_budget,f23,halton,3018.85,19.93
long_budget,f23,halton,3001.11,19.77
long_budget,f26,random,3636.14,17.38
long_budget,f26,random,7344.24,18.36
long_budget,f26,random,8794.67,16.79
long_budget,f26,random,7515.25,16.70
long_budget,f26,random,7435.67,16.74
long_budget,f26,random,7889.22,16.81
long_budget,f26,random,8300.02,16.74
long_budget,f26,random,10069.98,16.41
long_budget,f26,random,6006.29,16.77
long_budget,f26,random,9381.69,16.75
long_budget,f26,random,9069.45,16.74
long_budget,f26,random,8314.36,16.70
long_budget,f26,random,7530.90,16.67
long_budget,f26,random,7546.13,16.38
long_budget,f26,random,6410.89,16.55
long_budget,f26,random,8453.02,16.94
long_budget,f26,random,8436.17,16.36
long_budget,f26,random,6465.92,16.58
long_budget,f26,random,7517.82,16.73
long_budget,f26,random,8294.11,16.76
long_budget,f26,random,7192.14,16.50
long_budget,f26,random,7685.09,16.94
long_budget,f26,random,8876.09,17.16
long_budget,f26,random,10149.07,16.56
long_budget,f26,random,6839.45,18.43
long_budget,f26,random,6649.92,17.17
long_budget,f26,random,10085.12,17.46
long_budget,f26,random,8264.01,18.50
long_budget,f26,random,8892.82,17.78
long_budget,f26,random,5976.09,16.62
long_budget,f26,numpy,5773.49,16.70
long_budget,f26,numpy,7154.44,16.62
long_budget,f26,numpy,8713.67,16.79
long_budget,f26,numpy,9961.49,16.68
long_budget,f26,numpy,7398.98,16.71
long_budget,f26,numpy,6621.51,16.79
long_budget,f26,numpy,9154.60,16.79
long_budget,f26,numpy,7734.99,16.52
long_budget,f26,numpy,6629.92,16.90
long_budget,f26,numpy,7896.29,16.68
long_budget,f26,numpy,9377.61,16.73
long_budget,f26,numpy,9413.97,16.66
long_budget,f26,numpy,7955.93,16.67
long_budget,f26,numpy,6804.63,16.57
long_budget,f26,numpy,7067.36,16.72
long_budget,f26,numpy,7118.56,16.86
long_budget,f26,numpy,8889.79,16.76
long_budget,f26,numpy,9157.61,16.82
long_budget,f26,numpy,7911.08,16.76
long_budget,f26,numpy,7374.25,16.90
long_budget,f26,numpy,9357.74,16.90
long_budget,f26,numpy,7046.79,17.14
long_budget,f26,numpy,8599.85,16.74
long_budget,f26,numpy,8368.64,16.73
long_budget,f26,numpy,8629.00,16.81
long_budget,f26,numpy,6399.99,16.74
long_budget,f26,numpy,7032.45,16.88
long_budget,f26,numpy,9224.05,16.79
long_budget,f26,numpy,8033.99,16.79
long_budget,f26,numpy,2853.11,16.86
long_budget,f26,xoshiro,8169.86,17.04
long_budget,f26,xoshiro,8833.12,17.02
long_budget,f26,xoshiro,7955.39,18.06
long_budget,f26,xoshiro,8286.24,16.70
long_budget,f26,xoshiro,8921.07,16.72
long_budget,f26,xoshiro,6966.78,16.79
long_budget,f26,xoshiro,6663.75,18.93
long_budget,f26,xoshiro,8215.14,17.69
long_budget,f26,xoshiro,8721.32,16.63
long_budget,f26,xoshiro,7039.80,16.84
long_budget,f26,xoshiro,8373.39,17.92
long_budget,f26,xoshiro,8467.56,17.62
long_budget,f26,xoshiro,6937.29,16.82
long_budget,f26,xoshiro,8270.04,16.53
long_budget,f26,xoshiro,10288.76,16.65
long_budget,f26,xoshiro,8544.22,16.84
long_budget,f26,xoshiro,6956.74,16.71
long_budget,f26,xoshiro,8446.96,17.99
long_budget,f26,xoshiro,7083.41,17.49
long_budget,f26,xoshiro,9162.21,18.16
long_budget,f26,xoshiro,7765.68,17.78
long_budget,f26,xoshiro,7622.04,17.51
long_budget,f26,xoshiro,7740.45,21.50
long_budget,f26,xoshiro,6876.68,20.31
long_budget,f26,xoshiro,7429.97,16.99
long_budget,f26,xoshiro,8706.52,16.87
long_budget,f26,xoshiro,8982.79,16.60
long_budget,f26,xoshiro,7150.76,16.60
long_budget,f26,xoshiro,8401.37,18.69
long_budget,f26,xoshiro,7195.40,18.95
long_budget,f26,sobol,5913.64,19.45
long_budget,f26,sobol,5912.50,19.90
long_budget,f26,sobol,7672.99,19.36
long_budget,f26,sobol,8465.99,19.35
long_budget,f26,sobol,8582.69,18.77
long_budget,f26,sobol,6996.19,18.88
long_budget,f26,sobol,9329.34,18.57
long_budget,f26,sobol,9758.24,18.67
long_budget,f26,sobol,6612.39,18.73
long_budget,f26,sobol,8846.17,18.63
long_budget,f26,sobol,8184.41,18.78
long_budget,f26,sobol,8175.43,18.66
long_budget,f26,sobol,9086.76,18.89
long_budget,f26,sobol,6905.73,18.54
long_budget,f26,sobol,7314.26,18.65
long_budget,f26,sobol,6847.65,19.12
long_budget,f26,sobol,6567.73,19.07
long_budget,f26,sobol,6866.01,19.28
long_budget,f26,sobol,9309.53,19.18
long_budget,f26,sobol,7440.01,19.17
long_budget,f26,sobol,7991.59,19.46
long_budget,f26,sobol,8459.21,19.36
long_budget,f26,sobol,6139.30,19.13
long_budget,f26,sobol,10196.28,19.30
long_budget,f26,sobol,7174.82,19.40
long_budget,f26,sobol,7893.15,19.24
long_budget,f26,sobol,8319.72,19.31
long_budget,f26,sobol,7383.32,19.80
long_budget,f26,sobol,7566.96,20.27
long_budget,f26,sobol,7471.00,19.45
long_budget,f26,halton,8412.78,23.52
long_budget,f26,halton,9721.84,23.32
long_budget,f26,halton,9760.33,23.23
long_budget,f26,halton,7450.02,23.35
long_budget,f26,halton,6762.06,23.24
long_budget,f26,halton,6481.68,24.38
long_budget,f26,halton,6706.46,24.82
long_budget,f26,halton,8824.59,24.07
long_budget,f26,halton,7442.67,23.82
long_budget,f26,halton,6876.91,24.07
long_budget,f26,halton,6423.98,23.74
long_budget,f26,halton,7595.42,23.82
long_budget,f26,halton,7552.13,23.89
long_budget,f26,halton,8889.40,24.30
long_budget,f26,halton,7927.24,24.20
long_budget,f26,halton,6329.26,24.38
long_budget,f26,halton,6875.36,23.68
long_budget,f26,halton,7074.62,24.61
long_budget,f26,halton,8867.12,23.72
long_budget,f26,halton,8812.40,23.68
long_budget,f26,halton,8351.17,24.01
long_budget,f26,halton,8227.10,24.15
long_budget,f26,halton,7348.84,23.73
long_budget,f26,halton,5985.47,23.78
long_budget,f26,halton,7225.95,23.95
long_budget,f26,halton,7242.62,23.91
long_budget,f26,halton,9793.35,24.35
long_budget,f26,halton,8875.92,24.34
long_budget,f26,halton,7084.04,23.39
long_budget,f26,halton,6676.08,23.17
long_budget,f29,random,5127.10,17.84
long_budget,f29,random,4867.17,18.00
long_budget,f29,random,5093.12,17.92
long_budget,f29,random,5066.72,18.14
long_budget,f29,random,4630.66,18.39
long_budget,f29,random,4219.57,17.85
long_budget,f29,random,4407.94,17.80
long_budget,f29,random,4735.10,17.86
long_budget,f29,random,5512.00,18.09
long_budget,f29,random,4924.37,18.38
long_budget,f29,random,5222.00,17.76
long_budget,f29,random,4659.81,17.93
long_budget,f29,random,5243.03,17.96
long_budget,f29,random,4502.34,18.30
long_budget,f29,random,5028.36,18.55
long_budget,f29,random,4638.34,17.77
long_budget,f29,random,4990.86,18.40
long_budget,f29,random,4614.71,18.29
long_budget,f29,random,5509.52,18.12
long_budget,f29,random,4703.69,19.16
long_budget,f29,random,5885.55,18.56
long_budget,f29,random,5158.05,17.94
long_budget,f29,random,4623.91,17.81
long_budget,f29,random,4813.26,18.28
long_budget,f29,random,5654.07,18.20
long_budget,f29,random,4680.59,19.23
long_budget,f29,random,5135.89,18.99
long_budget,f29,random,4377.90,18.61
long_budget,f29,random,5898.74,18.31
long_budget,f29,random,5840.10,18.56
long_budget,f29,numpy,4961.64,18.47
long_budget,f29,numpy,4750.45,18.87
long_budget,f29,numpy,5330.36,18.66
long_budget,f29,numpy,4691.95,19.62
long_budget,f29,numpy,5088.93,20.13
long_budget,f29,numpy,5230.96,18.07
long_budget,f29,numpy,5195.38,18.34
long_budget,f29,numpy,4532.73,18.01
long_budget,f29,numpy,4645.61,18.43
long_budget,f29,numpy,4395.26,18.12
long_budget,f29,numpy,4648.31,18.05
long_budget,f29,numpy,5119.23,19.02
long_budget,f29,numpy,5777.25,19.40
long_budget,f29,numpy,4831.21,19.40
long_budget,f29,numpy,4838.63,18.95
long_budget,f29,numpy,5127.21,18.73
long_budget,f29,numpy,4750.33,18.35
long_budget,f29,numpy,5262.73,18.80
long_budget,f29,numpy,4570.30,18.65
long_budget,f29,numpy,4710.68,18.50
long_budget,f29,numpy,3915.09,18.53
long_budget,f29,numpy,5093.26,19.00
long_budget,f29,numpy,4719.76,19.08
long_budget,f29,numpy,5017.58,19.43
long_budget,f29,numpy,4160.82,19.50
long_budget,f29,numpy,4665.27,19.64
long_budget,f29,numpy,5017.02,19.66
long_budget,f29,numpy,4979.23,19.80
long_budget,f29,numpy,5211.46,19.06
long_budget,f29,numpy,4306.04,18.51
long_budget,f29,xoshiro,4758.41,18.23
long_budget,f29,xoshiro,5010.53,19.10
long_budget,f29,xoshiro,5083.94,18.57
long_budget,f29,xoshiro,5138.69,18.53
long_budget,f29,xoshiro,4763.00,18.90
long_budget,f29,xoshiro,5007.23,19.96
long_budget,f29,xoshiro,4316.05,18.78
long_budget,f29,xoshiro,6208.89,18.39
long_budget,f29,xoshiro,5200.39,19.20
long_budget,f29,xoshiro,5056.01,18.94
long_budget,f29,xoshiro,4849.24,18.53
long_budget,f29,xoshiro,5652.32,18.54
long_budget,f29,xoshiro,5806.33,18.48
long_budget,f29,xoshiro,5150.31,19.91
long_budget,f29,xoshiro,5886.15,21.57
long_budget,f29,xoshiro,5377.39,20.70
long_budget,f29,xoshiro,5202.16,21.58
long_budget,f29,xoshiro,4799.90,19.26
long_budget,f29,xoshiro,5284.93,18.65
long_budget,f29,xoshiro,4727.85,18.48
long_budget,f29,xoshiro,5529.18,18.16
long_budget,f29,xoshiro,4981.36,19.63
long_budget,f29,xoshiro,4996.16,18.91
long_budget,f29,xoshiro,4299.75,19.11
long_budget,f29,xoshiro,4312.71,19.01
long_budget,f29,xoshiro,4187.23,18.70
long_budget,f29,xoshiro,4823.46,19.59
long_budget,f29,xoshiro,5382.72,19.75
long_budget,f29,xoshiro,5491.91,18.80
long_budget,f29,xoshiro,4855.29,18.58
long_budget,f29,sobol,4577.71,20.52
long_budget,f29,sobol,5160.65,20.65
long_budget,f29,sobol,4599.49,21.50
long_budget,f29,sobol,5585.97,20.90
long_budget,f29,sobol,4891.93,20.43
long_budget,f29,sobol,4733.25,20.25
long_budget,f29,sobol,5347.91,20.47
long_budget,f29,sobol,5543.65,20.08
long_budget,f29,sobol,5163.23,20.15
long_budget,f29,sobol,4538.04,20.34
long_budget,f29,sobol,5239.98,20.01
long_budget,f29,sobol,4584.73,20.06
long_budget,f29,sobol,5001.89,20.18
long_budget,f29,sobol,6140.55,20.12
long_budget,f29,sobol,5207.52,20.44
long_budget,f29,sobol,4611.54,21.20
long_budget,f29,sobol,5096.35,20.70
long_budget,f29,sobol,4850.28,21.21
long_budget,f29,sobol,4818.52,21.90
long_budget,f29,sobol,4974.51,21.14
long_budget,f29,sobol,5879.10,20.75
long_budget,f29,sobol,6394.85,22.00
long_budget,f29,sobol,4386.95,20.63
long_budget,f29,sobol,4937.92,20.46
long_budget,f29,sobol,5111.87,20.58
long_budget,f29,sobol,5057.30,20.91
long_budget,f29,sobol,5377.91,20.58
long_budget,f29,sobol,5113.11,20.62
long_budget,f29,sobol,5203.89,20.14
long_budget,f29,sobol,5180.09,20.28
long_budget,f29,halton,5073.30,24.84
long_budget,f29,halton,4654.03,24.53
long_budget,f29,halton,4637.12,24.84
long_budget,f29,halton,4771.09,24.44
long_budget,f29,halton,4531.36,24.73
long_budget,f29,halton,4362.84,24.41
long_budget,f29,halton,4233.71,24.23
long_budget,f29,halton,4027.18,24.59
long_budget,f29,halton,5189.36,24.40
long_budget,f29,halton,4696.50,24.65
long_budget,f29,halton,4903.41,24.63
long_budget,f29,halton,4489.11,24.21
long_budget,f29,halton,4815.94,24.19
long_budget,f29,halton,5626.12,24.41
long_budget,f29,halton,4462.77,24.73
long_budget,f29,halton,4811.16,24.57
long_budget,f29,halton,5174.73,24.37
long_budget,f29,halton,5975.66,24.84
long_budget,f29,halton,5306.98,24.36
long_budget,f29,halton,4490.76,24.43
long_budget,f29,halton,5359.31,24.37
long_budget,f29,halton,4544.57,24.61
long_budget,f29,halton,5293.27,24.63
long_budget,f29,halton,4649.54,24.44
long_budget,f29,halton,5590.04,24.39
long_budget,f29,halton,4164.82,24.47
long_budget,f29,halton,5179.25,24.51
long_budget,f29,halton,5112.51,24.74
long_budget,f29,halton,5482.14,24.59
long_budget,f29,halton,4486.48,25.26
